Equipement,coord_geo,DEP,DEPCOM
Hôtel,"(2.3324336848934055, 48.826766808729914)",75,75114
Taxi-VTC,"(2.327191603369107, 48.8254342329557)",75,75114
Taxi-VTC,"(2.3142995026416426, 48.82757024034337)",75,75114
Taxi-VTC,"(2.326897094716723, 48.84264331370621)",75,75114
Taxi-VTC,"(2.3348865139009605, 48.82701251477102)",75,75114
Taxi-VTC,"(2.3369313949063586, 48.82442017225211)",75,75114
Taxi-VTC,"(2.321758509337081, 48.83650182682073)",75,75114
Taxi-VTC,"(2.3228649086644593, 48.824012176223945)",75,75114
Taxi-VTC,"(2.327191603369107, 48.8254342329557)",75,75114
Taxi-VTC,"(2.306808613795569, 48.82913748222561)",75,75114
Taxi-VTC,"(2.3147553205006925, 48.83425215491439)",75,75114
Taxi-VTC,"(2.3213556049185695, 48.8281020891891)",75,75114
Taxi-VTC,"(2.320564168582011, 48.82601193789102)",75,75114
Taxi-VTC,"(2.333614458274491, 48.83040687115928)",75,75114
Taxi-VTC,"(2.3169594575687698, 48.8336396982073)",75,75114
Taxi-VTC,"(2.3230641017241775, 48.841988801954805)",75,75114
Taxi-VTC,"(2.316367540099871, 48.83202823614126)",75,75114
Taxi-VTC,"(2.3110757347651303, 48.83228387298059)",75,75114
Taxi-VTC,"(2.31780982900273, 48.83580484325445)",75,75114
Taxi-VTC,"(2.3044455694081663, 48.82532928040296)",75,75114
Taxi-VTC,"(2.3136304075095975, 48.82450716272668)",75,75114
Taxi-VTC,"(2.315088645988294, 48.831227760605884)",75,75114
Taxi-VTC,"(2.3211149191124103, 48.825872963838)",75,75114
Taxi-VTC,"(2.3075700172939935, 48.82739979720854)",75,75114
Taxi-VTC,"(2.3245538959091667, 48.82727118349743)",75,75114
Taxi-VTC,"(2.324282800229066, 48.82241759007752)",75,75114
Taxi-VTC,"(2.318320328042065, 48.830626464288436)",75,75114
Taxi-VTC,"(2.324522255659428, 48.82308979127921)",75,75114
Taxi-VTC,"(2.3296708758581075, 48.83209184450123)",75,75114
Taxi-VTC,"(2.335886879403064, 48.82664932976175)",75,75114
Taxi-VTC,"(2.323383001212965, 48.82321789792032)",75,75114
Taxi-VTC,"(2.3121813790296035, 48.832738124954666)",75,75114
Taxi-VTC,"(2.3265645015546608, 48.82579135397392)",75,75114
Taxi-VTC,"(2.325883646254033, 48.8295675993822)",75,75114
Taxi-VTC,"(2.3252877448161073, 48.8350139918054)",75,75114
Taxi-VTC,"(2.309281587597205, 48.831255432190545)",75,75114
Taxi-VTC,"(2.322830922728956, 48.841625307568606)",75,75114
Taxi-VTC,"(2.324502623515911, 48.84216178723963)",75,75114
Taxi-VTC,"(2.3258527684605537, 48.84101461779478)",75,75114
Hôtel,"(2.3180383414621297, 48.834843818705984)",75,75114
Taxi-VTC,"(2.326181833254175, 48.835164280386664)",75,75114
Taxi-VTC,"(2.3241408510090604, 48.823154999852434)",75,75114
Taxi-VTC,"(2.320874075037303, 48.82355299510562)",75,75114
Taxi-VTC,"(2.3206213927063177, 48.829962058054726)",75,75114
Taxi-VTC,"(2.3060917249871298, 48.82744528148884)",75,75114
Taxi-VTC,"(2.3218932916821853, 48.83263439271318)",75,75114
Taxi-VTC,"(2.3166850357813162, 48.829008148454975)",75,75114
Taxi-VTC,"(2.322005577616069, 48.83259006060672)",75,75114
Taxi-VTC,"(2.330316058967893, 48.83107377056976)",75,75114
Taxi-VTC,"(2.326897094716723, 48.84264331370621)",75,75114
Taxi-VTC,"(2.3259867251372666, 48.82194261975613)",75,75114
Taxi-VTC,"(2.326423481184092, 48.84081817339394)",75,75114
Taxi-VTC,"(2.309018666965017, 48.829816710070624)",75,75114
Taxi-VTC,"(2.3118240601824778, 48.832004248443106)",75,75114
Taxi-VTC,"(2.3132391826747933, 48.834757001042426)",75,75114
Taxi-VTC,"(2.3366651439426254, 48.8270615164241)",75,75114
Taxi-VTC,"(2.3244093087714544, 48.83054499531229)",75,75114
Taxi-VTC,"(2.3365465530839895, 48.82950850891057)",75,75114
Taxi-VTC,"(2.311264901136625, 48.83054566031933)",75,75114
Taxi-VTC,"(2.322394081508861, 48.83623921538714)",75,75114
Hôtel,"(2.319047493759649, 48.833463635263875)",75,75114
Taxi-VTC,"(2.3132391826747933, 48.834757001042426)",75,75114
Taxi-VTC,"(2.309138084375346, 48.83115684119356)",75,75114
Taxi-VTC,"(2.3130914204664488, 48.834432378375475)",75,75114
Taxi-VTC,"(2.31093206688382, 48.82594153599944)",75,75114
Taxi-VTC,"(2.335886879403064, 48.82664932976175)",75,75114
Taxi-VTC,"(2.3230641017241775, 48.841988801954805)",75,75114
Taxi-VTC,"(2.336700876046942, 48.824574216519466)",75,75114
Taxi-VTC,"(2.3116542410916865, 48.82520100830832)",75,75114
Taxi-VTC,"(2.3092636798700656, 48.82597562094114)",75,75114
Taxi-VTC,"(2.3060917249871298, 48.82744528148884)",75,75114
Taxi-VTC,"(2.3132391826747933, 48.834757001042426)",75,75114
Hôtel,"(2.3253403347969606, 48.83597166862658)",75,75114
Taxi-VTC,"(2.320364130459491, 48.82683283318821)",75,75114
Taxi-VTC,"(2.3144773716620812, 48.83073221017421)",75,75114
Taxi-VTC,"(2.3143954654870154, 48.833231102844024)",75,75114
Taxi-VTC,"(2.3067929119128205, 48.82929388292234)",75,75114
Taxi-VTC,"(2.3413555307298766, 48.83498168540866)",75,75114
Taxi-VTC,"(2.327562562017057, 48.82170209321499)",75,75114
Hôtel,"(2.322163022526706, 48.83588265482125)",75,75114
Hôtel,"(2.3046522683278385, 48.82767336741288)",75,75114
Taxi-VTC,"(2.3266040086365423, 48.82587530857241)",75,75114
Taxi-VTC,"(2.311264901136625, 48.83054566031933)",75,75114
Taxi-VTC,"(2.317626409443703, 48.825380125455375)",75,75114
Taxi-VTC,"(2.3290375767898808, 48.82890360861025)",75,75114
Taxi-VTC,"(2.314589434225398, 48.826042598675095)",75,75114
Taxi-VTC,"(2.3137396503280296, 48.825407259981496)",75,75114
Taxi-VTC,"(2.315088645988294, 48.831227760605884)",75,75114
Taxi-VTC,"(2.3266040086365423, 48.82587530857241)",75,75114
Taxi-VTC,"(2.3228584581934135, 48.83342321479291)",75,75114
Taxi-VTC,"(2.3089123617352447, 48.826223978590704)",75,75114
Taxi-VTC,"(2.318530281002707, 48.83030118747964)",75,75114
Taxi-VTC,"(2.31780982900273, 48.83580484325445)",75,75114
Taxi-VTC,"(2.309509002664546, 48.82781644804843)",75,75114
Taxi-VTC,"(2.3158790483217677, 48.828351492236266)",75,75114
Hôtel,"(2.3229228404614406, 48.83874515464564)",75,75114
Hôtel,"(2.316911183936053, 48.8325412874547)",75,75114
Hôtel,"(2.3178628395779306, 48.83373209294876)",75,75114
Taxi-VTC,"(2.3144773716620812, 48.83073221017421)",75,75114
Taxi-VTC,"(2.3282155314649673, 48.825675626460985)",75,75114
Hôtel,"(2.328799521158573, 48.833850627088104)",75,75114
Taxi-VTC,"(2.3060917249871298, 48.82744528148884)",75,75114
Taxi-VTC,"(2.3194705198507504, 48.83560115230991)",75,75114
Taxi-VTC,"(2.33708596652456, 48.83441703721271)",75,75114
Taxi-VTC,"(2.3147478551947334, 48.82507847205452)",75,75114
Taxi-VTC,"(2.3224810271779655, 48.83342827237587)",75,75114
Taxi-VTC,"(2.308735995484731, 48.82808107646643)",75,75114
Taxi-VTC,"(2.301421104234378, 48.83624807411992)",75,75115
Taxi-VTC,"(2.2836553339340977, 48.850332965875374)",75,75115
Taxi-VTC,"(2.294333998278335, 48.83633868080892)",75,75115
Taxi-VTC,"(2.29845610197629, 48.835772040470594)",75,75115
Taxi-VTC,"(2.2925337289657426, 48.829651978038136)",75,75115
Taxi-VTC,"(2.299464104718095, 48.82848580752513)",75,75115
Taxi-VTC,"(2.3198065810288018, 48.84299596072662)",75,75115
Taxi-VTC,"(2.2819607549904384, 48.83957995324355)",75,75115
Taxi-VTC,"(2.2895538324566393, 48.84119757012823)",75,75115
Taxi-VTC,"(2.2874244498343828, 48.849350254920566)",75,75115
Taxi-VTC,"(2.3054018729922463, 48.847507955509684)",75,75115
Taxi-VTC,"(2.302232170118931, 48.83010917829579)",75,75115
Taxi-VTC,"(2.293697868919433, 48.833715948283455)",75,75115
Taxi-VTC,"(2.2793017583262363, 48.83555590361373)",75,75115
Taxi-VTC,"(2.286256749540781, 48.847655817585895)",75,75115
Taxi-VTC,"(2.285928137553945, 48.845074744969935)",75,75115
Taxi-VTC,"(2.2867319373815027, 48.845175862202495)",75,75115
Hôtel,"(2.283308099616488, 48.84736028639663)",75,75115
Hôtel,"(2.293321907388342, 48.85029358968307)",75,75115
Taxi-VTC,"(2.2895538324566393, 48.84119757012823)",75,75115
Taxi-VTC,"(2.3096232752025943, 48.84361745714269)",75,75115
Taxi-VTC,"(2.3054748715132716, 48.84360522679416)",75,75115
Taxi-VTC,"(2.277838731610051, 48.84483552116988)",75,75115
Taxi-VTC,"(2.2827445042147945, 48.84169574855409)",75,75115
Taxi-VTC,"(2.3012283259551607, 48.8331482456191)",75,75115
Taxi-VTC,"(2.2872884287474506, 48.841529902192896)",75,75115
Taxi-VTC,"(2.286423347492333, 48.85000891778386)",75,75115
Taxi-VTC,"(2.289596144304449, 48.847349943161134)",75,75115
Taxi-VTC,"(2.3019029115345075, 48.828654761398774)",75,75115
Taxi-VTC,"(2.298305981577511, 48.8332610064145)",75,75115
Taxi-VTC,"(2.297964260392548, 48.82957245581615)",75,75115
Hôtel,"(2.290703382441242, 48.850340150964996)",75,75115
Hôtel,"(2.2796697742316003, 48.84407130486901)",75,75115
Hôtel,"(2.309932142010195, 48.845297454389744)",75,75115
Taxi-VTC,"(2.3029655757166987, 48.840156756156645)",75,75115
Taxi-VTC,"(2.289492557253147, 48.85009013885512)",75,75115
Taxi-VTC,"(2.2896117244001135, 48.8369501825777)",75,75115
Taxi-VTC,"(2.286271015637206, 48.833768993057596)",75,75115
Taxi-VTC,"(2.295008864697163, 48.85453593040853)",75,75115
Taxi-VTC,"(2.2953651368032717, 48.84432576767851)",75,75115
Taxi-VTC,"(2.2976478764754757, 48.82961835519641)",75,75115
Taxi-VTC,"(2.3106402130657457, 48.83493091853368)",75,75115
Taxi-VTC,"(2.286321442986694, 48.83844424092237)",75,75115
Taxi-VTC,"(2.30377616575711, 48.83292243107759)",75,75115
Hôtel,"(2.3023658968175638, 48.841594948369874)",75,75115
Taxi-VTC,"(2.3029704459722713, 48.84549794569104)",75,75115
Taxi-VTC,"(2.293153423742722, 48.840310530442956)",75,75115
Taxi-VTC,"(2.297964260392548, 48.82957245581615)",75,75115
Taxi-VTC,"(2.298758707051523, 48.84244444584755)",75,75115
Taxi-VTC,"(2.2997528297774545, 48.82856142736507)",75,75115
Hôtel,"(2.2732837170955644, 48.82839883901162)",75,75115
Hôtel,"(2.284632270292312, 48.85061374619037)",75,75115
Taxi-VTC,"(2.3092595334239094, 48.846799107871654)",75,75115
Taxi-VTC,"(2.2847339881764697, 48.84749230246116)",75,75115
Taxi-VTC,"(2.301354029811869, 48.832612412690125)",75,75115
Taxi-VTC,"(2.288282634771068, 48.834708236213395)",75,75115
Taxi-VTC,"(2.2939437704834162, 48.849657814505605)",75,75115
Taxi-VTC,"(2.3046583154302924, 48.83828062926211)",75,75115
Taxi-VTC,"(2.2757070875042893, 48.831133895992124)",75,75115
Taxi-VTC,"(2.294382343944026, 48.83769881741453)",75,75115
Taxi-VTC,"(2.2962021974338844, 48.8283425416516)",75,75115
Taxi-VTC,"(2.304599128879613, 48.83842778195675)",75,75115
Taxi-VTC,"(2.3149166753784294, 48.84355669217291)",75,75115
Taxi-VTC,"(2.3008877133086676, 48.82664951057463)",75,75115
Taxi-VTC,"(2.290557934383106, 48.84000287014326)",75,75115
Taxi-VTC,"(2.278229090405477, 48.83584533006929)",75,75115
Hôtel,"(2.2887174642996837, 48.84401616805624)",75,75115
Taxi-VTC,"(2.3121287975601246, 48.83765199279932)",75,75115
Taxi-VTC,"(2.2931440930225713, 48.84340970034636)",75,75115
Taxi-VTC,"(2.277378024605419, 48.84286024343129)",75,75115
Taxi-VTC,"(2.3015318588258005, 48.82960953334398)",75,75115
Taxi-VTC,"(2.291254434597138, 48.84567499743468)",75,75115
Taxi-VTC,"(2.2782119504907308, 48.84012327658722)",75,75115
Taxi-VTC,"(2.2962602685375413, 48.82888439958318)",75,75115
Taxi-VTC,"(2.2962602685375413, 48.82888439958318)",75,75115
Taxi-VTC,"(2.3059356560537894, 48.83034837736363)",75,75115
Taxi-VTC,"(2.302812999143916, 48.839492851799164)",75,75115
Taxi-VTC,"(2.284784443267187, 48.844312444356035)",75,75115
Taxi-VTC,"(2.292520537986153, 48.8303228363342)",75,75115
Taxi-VTC,"(2.29228731700959, 48.83666484298662)",75,75115
Taxi-VTC,"(2.3170996824898027, 48.84259012438996)",75,75115
Taxi-VTC,"(2.295463169254257, 48.842406195664324)",75,75115
Taxi-VTC,"(2.296822685516492, 48.833038243726804)",75,75115
Taxi-VTC,"(2.283943585864939, 48.84491628619797)",75,75115
Taxi-VTC,"(2.287783341778712, 48.845525594250475)",75,75115
Taxi-VTC,"(2.3039737535814506, 48.8419991367663)",75,75115
Taxi-VTC,"(2.2897465297065813, 48.84577433842956)",75,75115
Taxi-VTC,"(2.301379854230075, 48.849277236804355)",75,75115
Taxi-VTC,"(2.2833684032536423, 48.84890089976741)",75,75115
Taxi-VTC,"(2.307393668757515, 48.833906663789605)",75,75115
Taxi-VTC,"(2.2841027801535505, 48.849198758720995)",75,75115
Taxi-VTC,"(2.308805856414584, 48.839497231359026)",75,75115
Taxi-VTC,"(2.2908795462658005, 48.838295971712775)",75,75115
Taxi-VTC,"(2.2945033651230435, 48.8333879333122)",75,75115
Taxi-VTC,"(2.2799658754904644, 48.84004696748626)",75,75115
Taxi-VTC,"(2.2805530370890854, 48.838029250774895)",75,75115
Taxi-VTC,"(2.2989935737880676, 48.84625643714826)",75,75115
Taxi-VTC,"(2.2791403274554103, 48.83563380604045)",75,75115
Taxi-VTC,"(2.3109609840020573, 48.83725494455249)",75,75115
Taxi-VTC,"(2.296822685516492, 48.833038243726804)",75,75115
Taxi-VTC,"(2.3034774804780587, 48.82846158196625)",75,75115
Taxi-VTC,"(2.2989935737880676, 48.84625643714826)",75,75115
Taxi-VTC,"(2.2982417709035867, 48.84238205623178)",75,75115
Taxi-VTC,"(2.3001143620086744, 48.835521836160254)",75,75115
Taxi-VTC,"(2.2823286931332167, 48.84314744524383)",75,75115
Taxi-VTC,"(2.306825863280042, 48.839929163124275)",75,75115
Taxi-VTC,"(2.291172802333978, 48.83466523071966)",75,75115
Taxi-VTC,"(2.3116039463710174, 48.83509655735927)",75,75115
Hôtel,"(2.2814066835105065, 48.83204544035873)",75,75115
Taxi-VTC,"(2.2863733280568557, 48.8431131822693)",75,75115
Taxi-VTC,"(2.2985943351462703, 48.84736840952109)",75,75115
Taxi-VTC,"(2.285713452198387, 48.835495703166906)",75,75115
Taxi-VTC,"(2.287913331622582, 48.85366380572021)",75,75115
Taxi-VTC,"(2.2841027801535505, 48.849198758720995)",75,75115
Taxi-VTC,"(2.282007749710522, 48.844882199523184)",75,75115
Taxi-VTC,"(2.2880125841791568, 48.839118954671406)",75,75115
Taxi-VTC,"(2.299334026105379, 48.83786013263498)",75,75115
Taxi-VTC,"(2.3082340491941524, 48.84174315619567)",75,75115
Taxi-VTC,"(2.3086351121454625, 48.84178963370801)",75,75115
Taxi-VTC,"(2.2836578484028207, 48.830808808903065)",75,75115
Taxi-VTC,"(2.2811122595388964, 48.84322018533623)",75,75115
Taxi-VTC,"(2.2895538324566393, 48.84119757012823)",75,75115
Taxi-VTC,"(2.285519436158518, 48.839005158277836)",75,75115
Taxi-VTC,"(2.3007496384116237, 48.84533272342013)",75,75115
Taxi-VTC,"(2.3206447631314724, 48.844287624467924)",75,75115
Taxi-VTC,"(2.3006485642522825, 48.82619932142181)",75,75115
Taxi-VTC,"(2.2981499169587805, 48.83309478553679)",75,75115
Taxi-VTC,"(2.3124327761566663, 48.84156509504456)",75,75115
Taxi-VTC,"(2.271919024468707, 48.828098958948225)",75,75115
Taxi-VTC,"(2.2967943560502992, 48.82978593038432)",75,75115
Taxi-VTC,"(2.29228731700959, 48.83666484298662)",75,75115
Taxi-VTC,"(2.2913009754825775, 48.83966731250002)",75,75115
Taxi-VTC,"(2.278448753810317, 48.83576337323674)",75,75115
Taxi-VTC,"(2.2975339067522884, 48.85183498567655)",75,75115
Gare,"(2.279299997647769, 48.84814995482766)",75,75115
Gare,"(2.2718499987425886, 48.8410499259501)",75,75115
Taxi-VTC,"(2.2951510156433463, 48.849165786491184)",75,75115
Taxi-VTC,"(2.299868316353874, 48.83743875773389)",75,75115
Taxi-VTC,"(2.2953651368032717, 48.84432576767851)",75,75115
Taxi-VTC,"(2.289376045221356, 48.84494328227107)",75,75115
Taxi-VTC,"(2.3009744447771765, 48.82924292790161)",75,75115
Taxi-VTC,"(2.2952563952978755, 48.84802421600269)",75,75115
Taxi-VTC,"(2.298889085832168, 48.84288140333434)",75,75115
Taxi-VTC,"(2.272210987110685, 48.828876452830194)",75,75115
Taxi-VTC,"(2.3029886592700297, 48.82997418599035)",75,75115
Taxi-VTC,"(2.299392702269667, 48.8450500284003)",75,75115
Taxi-VTC,"(2.2994330934826053, 48.84407265406224)",75,75115
Taxi-VTC,"(2.279255721482808, 48.839230198041626)",75,75115
Zone Sports,"(2.3052408019690915, 48.84364424919316)",75,75115
Zone Sports,"(2.2987378783296153, 48.84986588218538)",75,75115
Zone Sports,"(2.3176794939637513, 48.84149440731801)",75,75115
Zone Sports,"(2.3064683060235422, 48.84130402381623)",75,75115
Zone Sports,"(2.305364612867193, 48.84324924698203)",75,75115
Zone Sports,"(2.2883009962033394, 48.83446101729094)",75,75115
Zone Sports,"(2.3077795011227056, 48.842399852886686)",75,75115
Zone Sports,"(2.28557592995081, 48.83528119037715)",75,75115
Zone Sports,"(2.2850191505833295, 48.849254063146574)",75,75115
Zone Sports,"(2.2977232731853823, 48.82686300975897)",75,75115
Zone Sports,"(2.2996468154603487, 48.8452035090652)",75,75115
Zone Sports,"(2.2901195239592806, 48.854284881812795)",75,75115
Zone Sports,"(2.279419600987731, 48.83949829891774)",75,75115
Zone Sports,"(2.2790992643597066, 48.84039574064315)",75,75115
Zone Sports,"(2.295260245298452, 48.84189505850416)",75,75115
Zone Sports,"(2.2954668913464236, 48.851807273407275)",75,75115
Zone Sports,"(2.291513656914903, 48.83434518405228)",75,75115
Zone Sports,"(2.310169921034956, 48.8364958126483)",75,75115
Zone Sports,"(2.278815268364006, 48.84034006651908)",75,75115
Zone Sports,"(2.294109583517738, 48.827759102271656)",75,75115
Zone Sports,"(2.293304831056827, 48.83175658411743)",75,75115
Zone Sports,"(2.290717128729377, 48.83821676338828)",75,75115
Zone Sports,"(2.300262522672381, 48.82654512351144)",75,75115
Zone Sports,"(2.317801838121237, 48.83964240820984)",75,75115
Zone Sports,"(2.292988960484848, 48.8498230549717)",75,75115
Zone Sports,"(2.280268955733486, 48.850412742181305)",75,75115
Zone Sports,"(2.2873999970414998, 48.83389803983694)",75,75115
Espace Culturel,"(2.319691290344988, 48.84073205013698)",75,75115
Espace Culturel,"(2.318355293701342, 48.8430899579419)",75,75115
Espace Culturel,"(2.31685966544192, 48.842002816977605)",75,75115
Zone Sports,"(2.269221885709112, 48.83168380954758)",75,75115
Zone Sports,"(2.276007832418401, 48.83106853328282)",75,75115
Espace Culturel,"(2.3114731308078165, 48.83995654214497)",75,75115
Zone Sports,"(2.2905551459853917, 48.85602322708795)",75,75115
Zone Sports,"(2.2906309097197406, 48.855663933132746)",75,75115
Zone Sports,"(2.295520037245146, 48.82761452453963)",75,75115
Taxi-VTC,"(2.277959443295233, 48.84477779086013)",75,75115
Taxi-VTC,"(2.283277700063961, 48.848054683984486)",75,75115
Taxi-VTC,"(2.314534698910889, 48.838182941805556)",75,75115
Taxi-VTC,"(2.286127762449033, 48.84363245140672)",75,75115
Taxi-VTC,"(2.312955410037851, 48.83850844680441)",75,75115
Taxi-VTC,"(2.310041787199836, 48.83732429378912)",75,75115
Cinéma,"(2.298319903758263, 48.84313681415117)",75,75115
Cinéma,"(2.2962620937043314, 48.83779083480607)",75,75115
Cinéma,"(2.2759248041346254, 48.83123018872219)",75,75115
Cinéma,"(2.282405251042784, 48.849215210534375)",75,75115
Bibliothèque,"(2.286136797335012, 48.84973739949869)",75,75115
Bibliothèque,"(2.2993491259760734, 48.841703228617966)",75,75115
Bibliothèque,"(2.303480515502173, 48.83679880795578)",75,75115
Hôtel,"(2.2922311114235403, 48.85522229087828)",75,75115
Hôtel,"(2.296173297252631, 48.83784877152309)",75,75115
Hôtel,"(2.2920299357775176, 48.850398372068966)",75,75115
Hôtel,"(2.2951736791108694, 48.834089800431784)",75,75115
Hôtel,"(2.2788447248390478, 48.846089012193914)",75,75115
Hôtel,"(2.3019359263690062, 48.83575192792234)",75,75115
Hôtel,"(2.2923150824744356, 48.85047470604212)",75,75115
Hôtel,"(2.2914988540913988, 48.85044901023431)",75,75115
Hôtel,"(2.2872055154362427, 48.848010877102595)",75,75115
Hôtel,"(2.2969632773007818, 48.84958386040474)",75,75115
Hôtel,"(2.320268506487387, 48.843465266792535)",75,75115
Hôtel,"(2.290478607856161, 48.85024393550267)",75,75115
Hôtel,"(2.2981703835470735, 48.84950460856451)",75,75115
Hôtel,"(2.2945738271564946, 48.8362649078643)",75,75115
Hôtel,"(2.309343565774676, 48.839738669949256)",75,75115
Hôtel,"(2.313162978874573, 48.843021766649066)",75,75115
Hôtel,"(2.3058384365105224, 48.84644744171551)",75,75115
Hôtel,"(2.2871067500487414, 48.840896112850785)",75,75115
Hôtel,"(2.3005216279783602, 48.8289596743252)",75,75115
Hôtel,"(2.2884357234999335, 48.84984103029841)",75,75115
Hôtel,"(2.288040385168546, 48.848843622861544)",75,75115
Hôtel,"(2.2981904757996836, 48.85018824145827)",75,75115
Hôtel,"(2.287724571588944, 48.84673489157296)",75,75115
Hôtel,"(2.3049807607719055, 48.84669338472306)",75,75115
Hôtel,"(2.3134591437403382, 48.84122653223687)",75,75115
Hôtel,"(2.289265350732709, 48.854358954825)",75,75115
Hôtel,"(2.3009785126469318, 48.841313441352774)",75,75115
Hôtel,"(2.3080131842685745, 48.84696638194613)",75,75115
Hôtel,"(2.3036051913016844, 48.840111915538834)",75,75115
Hôtel,"(2.2879617648668735, 48.83306496566466)",75,75115
Hôtel,"(2.310101739557636, 48.8452498668559)",75,75115
Hôtel,"(2.2890758476088875, 48.833026983835204)",75,75115
Hôtel,"(2.298392960773165, 48.84582751674964)",75,75115
Hôtel,"(2.3154580114640506, 48.84039438063239)",75,75115
Hôtel,"(2.3020439331184246, 48.8303311254897)",75,75115
Hôtel,"(2.306747688152245, 48.843348105898414)",75,75115
Hôtel,"(2.3063260043181986, 48.83766345065552)",75,75115
Hôtel,"(2.2976356911666613, 48.8478223603447)",75,75115
Hôtel,"(2.293284506515207, 48.85586490256372)",75,75115
Hôtel,"(2.3155678320433957, 48.84375594134745)",75,75115
Hôtel,"(2.2986989773998636, 48.84860474818629)",75,75115
Hôtel,"(2.2955521103199854, 48.84963671663602)",75,75115
Hôtel,"(2.2869765078667226, 48.8336841626451)",75,75115
Hôtel,"(2.2782675130874255, 48.83635676667473)",75,75115
Hôtel,"(2.292656709933896, 48.8505064051542)",75,75115
Hôtel,"(2.2954974084979543, 48.83684918758987)",75,75115
Hôtel,"(2.2918625405441277, 48.84867690044201)",75,75115
Hôtel,"(2.289062791823857, 48.850126258542424)",75,75115
Hôtel,"(2.2982843699310616, 48.848326212742094)",75,75115
Hôtel,"(2.2887047919358112, 48.838714758030676)",75,75115
Hôtel,"(2.303206697785009, 48.84209629986491)",75,75115
Hôtel,"(2.3027825537660305, 48.84131047906044)",75,75115
Hôtel,"(2.3077042371864973, 48.84150094941445)",75,75115
Hôtel,"(2.285923398296115, 48.8472107112443)",75,75115
Hôtel,"(2.2949777101369504, 48.83588739383441)",75,75115
Hôtel,"(2.2973388127491425, 48.84507935345376)",75,75115
Hôtel,"(2.2774946736496755, 48.83721756904949)",75,75115
Hôtel,"(2.296862227453407, 48.848467966921575)",75,75115
Hôtel,"(2.2937836050699856, 48.84780058349335)",75,75115
Hôtel,"(2.288763466410527, 48.85049016035325)",75,75115
Hôtel,"(2.2903706251948672, 48.83827901335604)",75,75115
Hôtel,"(2.298458407451122, 48.84612828845128)",75,75115
Hôtel,"(2.2833006348456153, 48.85005320829863)",75,75115
Hôtel,"(2.299284968242015, 48.84079988664011)",75,75115
Hôtel,"(2.301155849425602, 48.84688695061831)",75,75115
Hôtel,"(2.308766732830974, 48.84450198351567)",75,75115
Hôtel,"(2.2983254436454708, 48.8487167771567)",75,75115
Hôtel,"(2.3212132679635618, 48.842904930582435)",75,75115
Hôtel,"(2.2896999564822362, 48.836374208218544)",75,75115
Enseignement Secondaire,"(2.290810668537137, 48.84215656049283)",75,75115
Enseignement Secondaire,"(2.303235187107867, 48.83639805794568)",75,75115
Enseignement Secondaire,"(2.295018334644277, 48.83368956238087)",75,75115
Enseignement Secondaire,"(2.296931386258679, 48.84295805177062)",75,75115
Enseignement Secondaire,"(2.312712018128761, 48.8433276591291)",75,75115
Enseignement Secondaire,"(2.2931616421941468, 48.8480433362546)",75,75115
Enseignement Secondaire,"(2.2868586103003428, 48.84827664053363)",75,75115
École maternelle,"(2.303419086904506, 48.836705814929644)",75,75115
École maternelle,"(2.297107188765077, 48.850937345889776)",75,75115
École maternelle,"(2.2866040129034686, 48.84069435489253)",75,75115
École maternelle,"(2.2977660256736883, 48.83956603795063)",75,75115
École maternelle,"(2.3024510840410075, 48.845410558159685)",75,75115
École maternelle,"(2.2999906367783423, 48.832895838533126)",75,75115
École maternelle,"(2.296526439702259, 48.83550708372317)",75,75115
École maternelle,"(2.3012331916085365, 48.82729728455085)",75,75115
École maternelle,"(2.300483679056171, 48.8433611071849)",75,75115
École maternelle,"(2.290620893253438, 48.8375794371273)",75,75115
École maternelle,"(2.28070249690815, 48.83983608956728)",75,75115
École maternelle,"(2.316197553445356, 48.84394840909345)",75,75115
École maternelle,"(2.3074478730824803, 48.84233677651399)",75,75115
Enseignement Secondaire,"(2.310165488248194, 48.843625081810885)",75,75115
Enseignement supérieur,"(2.2805093369911558, 48.842083355089265)",75,75115
Enseignement Secondaire,"(2.307228372781484, 48.842653881456094)",75,75115
Enseignement supérieur,"(2.285653635946145, 48.849692245655234)",75,75115
Enseignement Secondaire,"(2.291592390276874, 48.845292789895105)",75,75115
École maternelle,"(2.2818501821644843, 48.84652709519681)",75,75115
Enseignement supérieur,"(2.3048665210990147, 48.846165693718504)",75,75115
Enseignement Secondaire,"(2.3117115221303552, 48.84345771118865)",75,75115
Enseignement Secondaire,"(2.296931386258679, 48.84295805177062)",75,75115
École maternelle,"(2.299507349557674, 48.84463069592466)",75,75115
Enseignement supérieur,"(2.288670958053987, 48.84748339779137)",75,75115
École maternelle,"(2.287849735183492, 48.85133678084506)",75,75115
Enseignement Secondaire,"(2.2861504949495686, 48.84286812388208)",75,75115
Enseignement Secondaire,"(2.2908939703704068, 48.84775111443424)",75,75115
Enseignement supérieur,"(2.292780310313631, 48.835374369699885)",75,75115
Enseignement supérieur,"(2.3144643405190264, 48.846122145772256)",75,75115
École maternelle,"(2.2912328557279777, 48.85449563616137)",75,75115
École maternelle,"(2.279691432758874, 48.83925080999051)",75,75115
École maternelle,"(2.2884088988824423, 48.85010888087035)",75,75115
École maternelle,"(2.3124026236470883, 48.83786042231657)",75,75115
École maternelle,"(2.2955193150658664, 48.83200258697512)",75,75115
Enseignement supérieur,"(2.290937746339825, 48.833817435492456)",75,75115
